Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/01/2024,NISS,4T,,SIL,EF35029,IL,701 N. Sacramento,(773) 265-7605,7106704
12/01/2024,HOND,LL,,CRM,EP13216,IL,701 N. Sacramento,(773) 265-7605,7106700
01/13/2025,PONT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2981097
12/08/2024,CHEV,LL,,BLK,CB16921,IL,10300 S. Doty,(773) 568-8495,2978767
12/22/2024,FORD,LL,,BLU,DY56614,IL,701 N. Sacramento,(773) 265-7605,7109715
12/18/2024,GMC,LL,,GRN,DR58127,IL,10300 S. Doty,(773) 568-8495,2979452
12/22/2024,FORD,2D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7109627
01/13/2025,TOYT,LL,TK,BLK,8606273,IL,10300 S. Doty,(773) 568-8495,2981095
12/12/2024,HOND,LL,,TAN,DF57626,IL,701 N. Sacramento,(773) 265-7605,7108357
12/18/2024,FORD,PK,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7109149
12/18/2024,SUBA,4D,,PLE,DL78736,IL,10300 S. Doty,(773) 568-8495,2979449
01/04/2025,TOYT,LL,,WHI,54DWVW,FL,701 N. Sacramento,(773) 265-7605,7110654
01/04/2025,MAZD,LL,,SIL,BH50395,IL,701 N. Sacramento,(773) 265-7605,7110661
01/04/2025,NISS,4T,,WHI,BR39659,IL,701 N. Sacramento,(773) 265-7605,7110665
12/03/2024,TOYT,VN,,MAR,283757,IL,701 N. Sacramento,(773) 265-7605,7107028
12/25/2024,TOYT,4D,,GRY,EY19950,IL,10300 S. Doty,(773) 568-8495,2979918
12/22/2024,MITS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109629
12/22/2024,FORD,VN,,BLK,3990878B,IL,701 N. Sacramento,(773) 265-7605,7109633
12/01/2024,FORD,LL,,BLK,818EFJ,NJ,701 N. Sacramento,(773) 265-7605,7106696
01/16/2025,DODG,LL,,BLK,EN20924,IL,701 N. Sacramento,(773) 265-1846,1548733
01/10/2025,CHEV,4D,,WHI,EH61095,IL,400 E. Lower Wacker,(312) 744-7550,0333942
12/01/2024,HYUN,SW,,GRY,EN69844,IL,701 N. Sacramento,(773) 265-7605,7106712
12/22/2024,DODG,PK,,BLK,49827GB,IL,701 N. Sacramento,(773) 265-7605,7109731
12/22/2024,SAA,LL,,BLK,EZ17021,IL,701 N. Sacramento,(773) 265-7605,7109625
12/22/2024,BMW,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109727
12/12/2024,VOLK,4D,,BLK,EM61070,IL,701 N. Sacramento,(773) 265-7605,7108358
01/15/2025,CHEV,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7111759
01/19/2025,LINC,LL,,TAN,EW54674,IL,10300 S. Doty,(773) 568-8495,2981451
12/01/2024,MAZD,4T,,RED,DU75380,IL,701 N. Sacramento,(773) 265-7605,7106713
12/22/2024,HYUN,4D,,BLK,DQ43031,IL,701 N. Sacramento,(773) 265-7605,7109730
01/16/2025,DODG,PK,,BLK,3775484B,IL,701 N. Sacramento,(773) 265-7605,7111886
01/06/2025,HYUN,4D,,BGE,DM72701,IL,10300 S. Doty,(773) 785-9752,1727522
01/04/2025,HOND,LL,,GRY,AD26547,IL,701 N. Sacramento,(773) 265-7605,7110672
12/22/2024,HOND,4D,,BLK,EW86807,IL,701 N. Sacramento,(773) 265-7605,7109630
11/28/2024,INFI,LL,,GRY,EL47873,IL,10300 S. Doty,(773) 568-8495,2978053
11/24/2024,FORD,VN,,GRN,Z295470,IL,701 N. Sacramento,(773) 265-7605,7106394
12/05/2024,CHEV,LL,TAH,GRY,EJ72771,IL,10300 S. Doty,(773) 568-8495,2978546
01/21/2025,CHEV,LL,,BLK,DW69192,IL,701 N. Sacramento,(773) 265-7605,7112422
11/28/2024,FORD,PK,,WHI,ER76112,IL,10300 S. Doty,(773) 568-8495,2978054
01/04/2025,SUBA,LL,,WHI,DU39776,IL,701 N. Sacramento,(773) 265-7605,7110667
01/04/2025,FORD,LL,,BLK,CT81052,IL,701 N. Sacramento,(773) 265-7605,7110671
12/22/2024,TOYT,VN,,GRY,1524TX,IL,701 N. Sacramento,(773) 265-7605,7109632
01/16/2025,NISS,4D,,BLK,CX45280,IL,701 N. Sacramento,(773) 265-7605,7111888
12/03/2024,MITS,LL,,RED,S917715,IN,10300 S. Doty,(773) 568-8495,2978364
01/06/2025,FORD,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2980672
12/12/2024,SUZI,LL,,BLU,N563418,IL,701 N. Sacramento,(773) 265-1846,1548610
01/04/2025,JEEP,LL,,BLK,AL13323,IL,701 N. Sacramento,(773) 265-7605,7110668
11/24/2024,KIA,LL,,RED,EK92449,IL,10300 S. Doty,(773) 568-8495,2977868
01/06/2025,NISS,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2980673
01/09/2025,HOND,4D,,GLD,,,10300 S. Doty,(773) 568-8495,2980801
12/05/2024,,OB,,WHI,,,10300 S. Doty,(773) 785-9752,1727410
12/22/2024,CHEV,4D,,SIL,DLB7477,MI,701 N. Sacramento,(773) 265-7605,7109728
12/05/2024,HOND,2H,,BLU,,,10300 S. Doty,(773) 568-8495,2978498
01/16/2025,GMC,VN,,MAR,AQ71214,IL,10300 S. Doty,(773) 785-9752,1727568
12/25/2024,HYUN,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109869
01/06/2025,FORD,LL,,RED,,,10300 S. Doty,(773) 568-8495,2980671
01/01/2025,FORD,LL,,BLK,ES36395,IL,10300 S. Doty,(773) 568-8495,2980380
01/03/2025,CHRY,2D,,BLK,,,10300 S. Doty,(773) 568-8495,2980491
11/28/2024,FORD,LL,,WHI,447897D,IL,701 N. Sacramento,(773) 265-7605,7106565
01/16/2025,CHEV,4D,,BLK,DP47086,IL,701 N. Sacramento,(773) 265-7605,7111887
01/09/2025,JEEP,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2980802
01/18/2025,CHEV,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2981395
01/03/2025,HOND,LL,,BLK,DD75196,IL,10300 S. Doty,(773) 568-8495,2980482
12/01/2024,VOLK,LL,,SIL,1A14XWR,AL,701 N. Sacramento,(773) 265-7605,7106699
01/04/2025,FORD,PK,,BLK,3202118B,IL,701 N. Sacramento,(773) 265-7605,7110675
12/25/2024,INFI,4D,,BLK,WH2804D,WI,701 N. Sacramento,(773) 265-7605,7109867
12/01/2024,SUBA,SW,,CRM,CL68799,IL,701 N. Sacramento,(773) 265-7605,7106711
01/06/2025,ISU,CB,,WHI,EX9765,WI,10300 S. Doty,(773) 568-8495,2980669
01/04/2025,TOYT,LL,,GRY,CK15909,IL,701 N. Sacramento,(773) 265-7605,7110673
12/03/2024,HYUN,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2978379
12/03/2024,HYUN,LL,,BLU,EU47637,IL,10300 S. Doty,(773) 568-8495,2978360
12/03/2024,HYUN,LL,,RED,30951US,IL,10300 S. Doty,(773) 568-8495,2978378
01/04/2025,CHEV,SW,,BLK,FB74225,IL,701 N. Sacramento,(773) 265-7605,7110669
01/10/2025,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1548706
01/18/2025,CHEV,4T,,BLK,CJ14839,IL,701 N. Sacramento,(773) 265-7605,7112129
01/04/2025,KIA,4T,,RED,CZT122,IL,701 N. Sacramento,(773) 265-7605,7110674
12/15/2024,GMC,LL,,DBL,710D970,IN,10300 S. Doty,(773) 568-8495,2979290
01/03/2025,BUIC,4T,,SIL,EU12402,IL,701 N. Sacramento,(773) 265-7605,7110589
01/14/2025,FORD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7111771
01/04/2025,AUDI,4T,,GRY,RZ18405,GA,701 N. Sacramento,(773) 265-7605,7110666
12/03/2024,PONT,VN,,GRY,CD54219,IL,10300 S. Doty,(773) 568-8495,2978384
01/18/2025,HOND,VN,,GRY,EP40717,IL,701 N. Sacramento,(773) 265-7605,7112151
12/22/2024,CHEV,LL,,RED,EA86213,IL,10300 S. Doty,(773) 568-8495,2979737
12/03/2024,FORD,LL,,GRY,EU13106,IL,10300 S. Doty,(773) 568-8495,2978317
12/05/2024,BUIC,4D,,GLD,EV78224,IL,701 N. Sacramento,(773) 265-7605,7107420
01/09/2025,DODG,4D,,BLU,BU87452,IL,10300 S. Doty,(773) 568-8495,2980800
12/22/2024,CHEV,4D,,SIL,EK90105,IL,10300 S. Doty,(773) 568-8495,2979776
12/03/2024,HOND,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2978325
01/15/2025,CHEV,4D,,BGE,,IL,10300 S. Doty,(773) 568-8495,2981179
01/15/2025,MITS,2T,,SIL,EC97175,IL,701 N. Sacramento,(773) 265-7605,7111774
12/22/2024,NISS,PK,,RED,4003526B,IL,701 N. Sacramento,(773) 265-7605,7109634
01/15/2025,TOYT,4T,,MAR,FB41872,IL,701 N. Sacramento,(773) 265-7605,7111775
12/01/2024,NISS,LL,,BLK,819YCU,WI,701 N. Sacramento,(773) 265-7605,7106707
01/13/2025,AUDI,2T,,WHI,EB86936,IL,10300 S. Doty,(773) 568-8495,2981107
01/06/2025,CHEV,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7111058
01/13/2025,DODG,VN,,WHI,179AC814,IL,10300 S. Doty,(773) 568-8495,2981112
12/03/2024,FORD,4D,,GRY,CE72270,IL,10300 S. Doty,(773) 568-8495,2978328
01/16/2025,NISS,4D,,BLK,AX64519,IL,701 N. Sacramento,(773) 265-7605,7111889
12/25/2024,BUIC,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2979915
12/12/2024,HYUN,4D,,SIL,CPD285,IN,10300 S. Doty,(773) 568-8495,2979050
01/16/2025,HOND,VN,,SIL,,IL,10300 S. Doty,(773) 785-9752,1727567
01/13/2025,ACUR,4T,,BLK,CM87863,IL,10300 S. Doty,(773) 568-8495,2981108
11/24/2024,KIA,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,7106391
12/11/2024,TOYT,4T,,BLK,EQ25941,IL,701 N. Sacramento,(773) 265-7605,7108194
12/04/2024,DODG,LL,,BLK,EG25403,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416469
12/01/2024,HOND,4T,,WHI,Y732877,IL,701 N. Sacramento,(773) 265-7605,7106725
12/01/2024,CHEV,LL,,GRY,DQ40355,IL,701 N. Sacramento,(773) 265-7605,7106709
01/15/2025,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2981183
12/25/2024,AUDI,LL,,WHI,DM92070,IL,10300 S. Doty,(773) 568-8495,2979922
11/24/2024,FORD,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2977872
11/28/2024,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2978059
01/03/2025,CHRY,4D,,SIL,EB90939,IL,10300 S. Doty,(773) 568-8495,2980474
01/03/2025,JEEP,LL,TK,BLU,EP38911,IL,10300 S. Doty,(773) 568-8495,2980475
01/09/2025,SCIO,4D,,WHI,DK89166,IL,10300 S. Doty,(773) 568-8495,2980805
12/25/2024,TOYT,4D,,WHI,KHG392,IA,10300 S. Doty,(773) 568-8495,2979919
01/04/2025,FORD,VN,,WHI,,,10300 S. Doty,(773) 568-8495,2980515
12/11/2024,HYUN,VN,,SIL,ET86458,IL,701 N. Sacramento,(773) 265-7605,7108200
01/04/2025,DODG,LL,,GRY,DD19831,IL,701 N. Sacramento,(773) 265-7605,7110677
01/04/2025,HOND,LL,,BLU,EV55102,IL,701 N. Sacramento,(773) 265-7605,7110680
01/04/2025,GMC,PK,,MAR,PAL4350,GA,701 N. Sacramento,(773) 265-7605,7110687
12/11/2024,JAGU,4T,,GRY,R786363,IL,701 N. Sacramento,(773) 265-7605,7108193
01/10/2025,FORD,4D,,BLK,010682A8,IL,10300 S. Doty,(773) 568-8495,2980945
12/01/2024,SUBA,4T,,BLU,SLOVB,IN,701 N. Sacramento,(773) 265-7605,7106719
12/25/2024,BUIC,LL,,BLK,S491883,IN,10300 S. Doty,(773) 568-8495,2979920
12/25/2024,TOYT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109870
12/25/2024,SATR,4D,,GRY,,,10300 S. Doty,(773) 568-8495,2979923
12/01/2024,HOND,4T,,BLK,EU81666,IL,701 N. Sacramento,(773) 265-7605,7106722
01/04/2025,AUDI,LL,,BLU,BG82198,IL,701 N. Sacramento,(773) 265-7605,7110686
12/01/2024,JEEP,LL,,BLK,CN758160,IL,701 N. Sacramento,(773) 265-7605,7106724
01/04/2025,JEEP,LL,,BLK,ES34404,IL,701 N. Sacramento,(773) 265-7605,7110679
01/04/2025,HOND,SW,,GRY,ES36973,IL,701 N. Sacramento,(773) 265-7605,7110685
12/03/2024,GMC,4D,,BLK,EY154420,IL,10300 S. Doty,(773) 568-8495,2978326
01/04/2025,HOND,4T,,BLK,EL77290,IL,701 N. Sacramento,(773) 265-7605,7110676
01/04/2025,NISS,LL,,BLK,DF13806,IL,701 N. Sacramento,(773) 265-7605,7110678
01/04/2025,JEEP,LL,,BLK,EL37819,IL,701 N. Sacramento,(773) 265-7605,7110688
01/04/2025,FORD,4T,,GRY,TONE8WS,IL,701 N. Sacramento,(773) 265-7605,7110689
01/15/2025,FORD,VN,,BLU,CB19065,IL,701 N. Sacramento,(773) 265-7605,7111773
12/03/2024,NISS,LL,,GRY,ET25377,IL,10300 S. Doty,(773) 568-8495,2978363
12/25/2024,CHEV,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2979924
12/03/2024,CHEV,LL,,SIL,EN40757,IL,10300 S. Doty,(773) 568-8495,2978323
12/03/2024,GMC,LL,,WHI,ET73148,IL,10300 S. Doty,(773) 568-8495,2978319
01/13/2025,TOYT,4T,,RED,CT19612,IL,10300 S. Doty,(773) 568-8495,2981110
01/15/2025,JEEP,LL,,BLK,DL54682,IL,10300 S. Doty,(773) 568-8495,2981184
11/28/2024,TOYT,4D,,SIL,C154667,IL,400 E. Lower Wacker,(312) 744-7550,0331119
01/04/2025,SUBA,SW,,LBL,CT47925,IL,701 N. Sacramento,(773) 265-7605,7110690
12/01/2024,NISS,SW,,BLK,1WA964,RI,701 N. Sacramento,(773) 265-7605,7106715
12/01/2024,BMW,4T,,GRY,ED40536,IL,701 N. Sacramento,(773) 265-7605,7106735
12/01/2024,KIA,LL,,GRY,EU32174,IL,701 N. Sacramento,(773) 265-7605,7106729
12/15/2024,DODG,VN,,TAN,,IL,10300 S. Doty,(773) 568-8495,2979221
12/12/2024,HOND,LL,,WHI,EE55507,IL,400 E. Lower Wacker,(312) 744-7550,0332028
11/24/2024,HOND,VN,,SIL,EW58095,IL,400 E. Lower Wacker,(312) 744-7550,0315060
01/04/2025,CHEV,PK,,WHI,3852225B,IL,701 N. Sacramento,(773) 265-7605,7110697
01/06/2025,AMER,MC,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7111059
12/05/2024,JEEP,LL,,RED,EN23936,IL,10300 S. Doty,(773) 568-8495,2978552
12/22/2024,VOLK,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7109732
12/01/2024,HYUN,4T,,BLK,EZ97617,IL,701 N. Sacramento,(773) 265-7605,7106733
01/16/2025,FORD,LL,,BLU,EP18413,IL,701 N. Sacramento,(773) 265-7605,7111891
01/16/2025,CHEV,PK,,BLK,63586UB,IL,10300 S. Doty,(773) 785-9752,1727569
12/01/2024,KIA,4T,,GRY,DM47946,IL,701 N. Sacramento,(773) 265-7605,7106718
12/01/2024,NISS,LL,,BLK,DBA8347,GA,701 N. Sacramento,(773) 265-7605,7106731
12/01/2024,BMW,LL,,BLK,17582,IL,701 N. Sacramento,(773) 265-7605,7106723
12/01/2024,FORD,LL,,WHI,EN99495,IL,701 N. Sacramento,(773) 265-7605,7106736
12/03/2024,HOND,4D,,GRY,APJ4189,WI,400 E. Lower Wacker,(312) 744-7550,0331479
12/01/2024,VOLK,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7106728
12/01/2024,FORD,LL,,WHI,Q902742,IL,701 N. Sacramento,(773) 265-7605,7106740
12/25/2024,TOYT,LL,,DGR,EC69791,IL,701 N. Sacramento,(773) 265-7605,7109871
12/01/2024,CHEV,4T,,BLU,AJ83487,IL,701 N. Sacramento,(773) 265-7605,7106730
12/03/2024,CHEV,4D,,SIL,EX93278,IL,10300 S. Doty,(773) 568-8495,2978320
12/03/2024,CHEV,LL,,WHI,AW31420,IL,10300 S. Doty,(773) 568-8495,2978362
12/01/2024,TOYT,4T,,GRY,EZ39349,IL,701 N. Sacramento,(773) 265-7605,7106741
11/24/2024,HOND,LL,,BLU,CJ15948,IL,701 N. Sacramento,(773) 265-7605,7106329
12/25/2024,DODG,LL,,GRY,EV37526,IL,701 N. Sacramento,(773) 265-7605,7109872
12/12/2024,CHEV,PK,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979052
01/20/2025,DODG,4D,,GRY,011087A9,IL,701 N. Sacramento,(773) 265-7605,7112390
12/12/2024,PONT,4D,GRA,GRY,,IL,701 N. Sacramento,(773) 265-7605,7108361
12/12/2024,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979055
12/09/2024,FORD,LL,,WHI,EU61506,IL,400 E. Lower Wacker,(312) 744-7550,0331807
01/04/2025,FORD,4D,,BLK,AM82493,IL,701 N. Sacramento,(773) 265-7605,7110696
01/04/2025,ACUR,LL,,BLK,KZF4888,PA,701 N. Sacramento,(773) 265-7605,7110694
01/15/2025,JAGU,4D,,BLK,EZ78757,IL,701 N. Sacramento,(773) 265-7605,7111781
12/01/2024,MITS,SW,,BLK,C671206,KY,701 N. Sacramento,(773) 265-7605,7106743
01/09/2025,HOND,SW,,GRY,DD65446,IL,701 N. Sacramento,(773) 265-7605,7111164
12/22/2024,DODG,LL,,WHI,ZU75776,IL,10300 S. Doty,(773) 568-8495,2979781
01/09/2025,CHEV,4D,,RED,EE42427,IL,10300 S. Doty,(773) 568-8495,2980810
12/03/2024,NISS,4D,,SIL,EL56827,IL,10300 S. Doty,(773) 568-8495,2978359
12/20/2024,DODG,LL,,RED,LJL4031,NY,10300 S. Doty,(773) 568-8495,2979592
12/01/2024,FORD,PK,,MAR,EL12745,IL,701 N. Sacramento,(773) 265-7605,7106739
11/25/2024,MAZD,4D,,BLK,EM77304,IL,400 E. Lower Wacker,(312) 744-7550,0315085
12/22/2024,BUIC,LL,,BLK,EN62891,IL,701 N. Sacramento,(773) 265-7605,7109733
12/03/2024,CHEV,LL,,WHI,DR52398,IL,701 N. Sacramento,(773) 265-7605,7107160
12/22/2024,LAND,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2979778
11/25/2024,CHEV,PK,,BGE,TV6913,IL,10300 S. Doty,(773) 568-8495,2977886
12/03/2024,TOYT,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,7107162
01/03/2025,DODG,SW,,BLK,EW69685,IL,701 N. Sacramento,(773) 265-7605,7110559
01/03/2025,FORD,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7110560
01/03/2025,CHEV,4D,,BLU,CM49319,IL,400 E. Lower Wacker,(312) 744-7550,0333488
01/03/2025,HOND,VN,,SIL,EV31375,IL,400 E. Lower Wacker,(312) 744-7550,0333486
01/06/2025,ACUR,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7111062
01/04/2025,HOND,LL,,BLK,EN81378,IL,701 N. Sacramento,(773) 265-7605,7110692
12/01/2024,FORD,4T,,WHI,EM17050,IL,701 N. Sacramento,(773) 265-7605,7106744
01/04/2025,BMW,LL,,SIL,478DCE,IL,701 N. Sacramento,(773) 265-7605,7110670
01/21/2025,FORD,4D,,BLK,EF32782,IL,400 E. Lower Wacker,(312) 744-7550,0334629
12/01/2024,LEXS,LL,,BLK,6916385,IL,701 N. Sacramento,(773) 265-7605,7106747
01/20/2025,MAZD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112382
12/29/2024,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2980214
12/12/2024,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2979054
12/01/2024,TOYT,4T,,RED,ES35458,IL,701 N. Sacramento,(773) 265-7605,7106746
12/01/2024,HOND,4T,,WHI,CH88712,IL,701 N. Sacramento,(773) 265-7605,7106732
01/06/2025,NISS,PK,,GLD,,IL,701 N. Sacramento,(773) 265-7605,7111061
12/09/2024,CHEV,4D,,SIL,FA51583,IL,701 N. Sacramento,(773) 265-7605,7108059
01/20/2025,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7112406
12/13/2024,HOND,2D,,BLK,EK37901,IL,701 N. Sacramento,(773) 265-7605,7108364
12/20/2024,FORD,LL,,BLU,BL37767,IL,10300 S. Doty,(773) 568-8495,2979593
01/07/2025,HYUN,4D,ELN,,,IL,10300 S. Doty,(773) 568-8495,2980684
12/01/2024,GMC,LL,,BLK,EY51050,IL,701 N. Sacramento,(773) 265-7605,7106758
12/25/2024,HOND,4D,,GRY,EM53877,IL,701 N. Sacramento,(773) 265-7605,7109873
12/01/2024,JEEP,LL,,BLK,EH39291,IL,701 N. Sacramento,(773) 265-7605,7106761
01/20/2025,JEEP,LL,TK,WHI,,IL,10300 S. Doty,(773) 568-8495,2981495
12/09/2024,HOND,LL,,BLK,CD49110,IL,701 N. Sacramento,(773) 265-7605,7108060
12/20/2024,FORD,LL,,BLU,586DPR,IN,10300 S. Doty,(773) 568-8495,2979573
12/20/2024,FORD,,,SIL,EY18504,IL,10300 S. Doty,(773) 568-8495,2979571
12/29/2024,NISS,LL,,BLU,FP276203,IL,10300 S. Doty,(773) 568-8495,2980218
01/15/2025,TOYT,4T,,SIL,AY27989,IL,701 N. Sacramento,(773) 265-7605,7111783
01/10/2025,MITS,LL,,GRY,ED57564,IL,10300 S. Doty,(773) 568-8495,2980940
11/28/2024,ACUR,4D,,BLK,EQ74159,IL,701 N. Sacramento,(773) 265-7605,7106570
12/13/2024,DODG,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,7108362
01/01/2025,FORD,4D,,GRY,BXGADWS,IL,701 N. Sacramento,(773) 265-7605,7110448
11/25/2024,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2977882
12/20/2024,MAZD,4D,,SIL,DQ87149,IL,10300 S. Doty,(773) 568-8495,2979595
01/15/2025,TOYT,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7111776
12/01/2024,HOND,4T,,MAR,AW57071,IL,701 N. Sacramento,(773) 265-7605,7106742
01/04/2025,FORD,4T,,WHI,EE63613,IL,701 N. Sacramento,(773) 265-7605,7110701
12/01/2024,HOND,4T,,BLK,CU71565,IL,701 N. Sacramento,(773) 265-7605,7106756
01/04/2025,TOYT,4T,,BLU,XFQ156,IN,701 N. Sacramento,(773) 265-7605,7110703
12/01/2024,HOND,LL,,BGE,EL65550,IL,701 N. Sacramento,(773) 265-7605,7106760
12/03/2024,CHEV,4D,,SIL,DC45961,IL,10300 S. Doty,(773) 568-8495,2978369
12/07/2024,SUBA,LL,,SIL,BY15197,IL,701 N. Sacramento,(773) 265-7605,7107712
01/10/2025,HOND,4D,,GLD,CL16714,IL,10300 S. Doty,(773) 785-9752,1727540
12/01/2024,CADI,LL,,BLK,DG46503,IL,701 N. Sacramento,(773) 265-7605,7106762
11/25/2024,ALFA,LL,,GRY,1911D,IL,10300 S. Doty,(773) 568-8495,2977880
01/19/2025,HYUN,4D,,BLK,650DBB,IL,701 N. Sacramento,(773) 265-7605,7112374
01/06/2025,JEEP,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2980682
01/04/2025,CADI,LL,,RED,DX55744,IL,701 N. Sacramento,(773) 265-7605,7110700
12/01/2024,DODG,4T,,MAR,EQ79296,IL,701 N. Sacramento,(773) 265-7605,7106766
01/04/2025,TOYT,4T,,SIL,EY18988,IL,701 N. Sacramento,(773) 265-7605,7110699
12/25/2024,BUIC,LL,,WHI,ET39302,IL,10300 S. Doty,(773) 568-8495,2979929
01/10/2025,CHEV,4D,,GRY,DY77817,IL,10300 S. Doty,(773) 568-8495,2980947
12/01/2024,CHEV,4T,,GRY,EM93991,IL,701 N. Sacramento,(773) 265-7605,7106752
01/04/2025,MERC,LL,,WHI,EP49176,IL,701 N. Sacramento,(773) 265-7605,7110702
12/25/2024,VOLK,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2979926
01/04/2025,TOYT,LL,,BLK,B140986,IL,701 N. Sacramento,(773) 265-7605,7110729
01/10/2025,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 785-9752,1727538
12/11/2024,CHEV,VN,,WHI,DD61120,IL,10300 S. Doty,(773) 568-8495,2978988
11/25/2024,DODG,4D,,,,IL,10300 S. Doty,(773) 568-8495,2977887
11/26/2024,LEXS,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2977959
11/26/2024,,OB,,WHI,,,10300 S. Doty,(773) 568-8495,2977952
12/12/2024,MAZD,4D,,WHI,DF13816,IL,10300 S. Doty,(773) 568-8495,2979056
12/25/2024,HOND,LL,,BLK,BG63128,IL,10300 S. Doty,(773) 568-8495,2979927
01/16/2025,SUBA,SW,,BLU,295RKL,IN,701 N. Sacramento,(773) 265-7605,7111893
12/09/2024,FORD,LL,,TAN,EK13303,IL,701 N. Sacramento,(773) 265-7605,7108062
01/10/2025,CHRY,VN,,BLK,,IL,10300 S. Doty,(773) 785-9752,1727539
01/19/2025,DODG,LL,TK,BLK,,,10300 S. Doty,(773) 568-8495,2981456
12/03/2024,HOND,LL,,RED,EP27491,IL,10300 S. Doty,(773) 568-8495,2978366
01/04/2025,TOYT,4D,,GRY,ANE8785,IL,701 N. Sacramento,(773) 265-7605,7110734
01/19/2025,TOYT,LL,TK,SIL,EV38310,IL,10300 S. Doty,(773) 568-8495,2981447
01/19/2025,KIA,4D,,WHI,,,701 N. Sacramento,(773) 265-7605,7112377
01/04/2025,HYUN,4T,,GRY,GZX234,MN,701 N. Sacramento,(773) 265-7605,7110725
12/20/2024,SUBA,LL,,SIL,534CFY,IL,10300 S. Doty,(773) 568-8495,2979602
12/11/2024,HOND,SW,,GRY,DV96346,IL,701 N. Sacramento,(773) 265-7605,7108203
12/03/2024,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7107164
01/13/2025,NISS,4T,,BLK,DC43564,IL,10300 S. Doty,(773) 568-8495,2981114
12/03/2024,CHEV,4D,,GRY,CJ35977,IL,10300 S. Doty,(773) 568-8495,2978367
12/04/2024,DODG,VN,,SIL,EK90107,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416470
12/01/2024,MAZD,LL,,GRY,KEY1078,OH,701 N. Sacramento,(773) 265-7605,7106763
11/25/2024,LEXS,LL,,MAR,EN48401,IL,10300 S. Doty,(773) 568-8495,2977889
12/20/2024,SATU,LL,,GRY,EM56820,IL,10300 S. Doty,(773) 568-8495,2979605
01/15/2025,JEEP,LL,,BLK,FP237060,IL,701 N. Sacramento,(773) 265-7605,7111808
01/09/2025,MAZD,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2980814
12/20/2024,FORD,4D,,BLU,DB42901,IL,10300 S. Doty,(773) 568-8495,2979596
12/03/2024,HOND,LL,,GRY,EC59772,IL,10300 S. Doty,(773) 568-8495,2978368
12/20/2024,ACUR,4D,,BLK,S337146,IL,10300 S. Doty,(773) 568-8495,2979599
12/05/2024,YAMA,MC,,BLK,EV4243,IL,701 N. Sacramento,(773) 265-7605,7107425
12/03/2024,ACUR,LL,,SIL,ALC5216,WI,10300 S. Doty,(773) 568-8495,2978338
